Experiement  date published(based on article),container Material,How Submerged,Temp(C),Time(Min),Starting Cell Count(Log CFU/g),Cell Count(Log CFU/g),Dataset Origin
2023-Mvuyekure,plastic,entirely,80.0,0.5,8,7.77,
2023-Mvuyekure,plastic,entirely,80.0,1.0,8,7.63,
2023-Mvuyekure,plastic,entirely,80.0,1.5,8,6.08,
2023-Mvuyekure,plastic,entirely,80.0,2.0,8,3.56,
2023-Mvuyekure,plastic,entirely,80.0,2.5,8,0.9,
2023-Mvuyekure,plastic,entirely,80.0,3.0,8,0.9,
2023-Mvuyekure,plastic,entirely,80.0,3.5,8,0.9,
2023-Mvuyekure,plastic,entirely,80.0,4.0,8,0.9,
2023-Mvuyekure,plastic,entirely,80.0,4.5,8,0.9,
2023-Mvuyekure,plastic,entirely,80.0,5.0,8,0.9,
2023-Mvuyekure,plastic,entirely,80.0,0.0,8,8.0,
2023-Mvuyekure,plastic,entirely,80.0,0.5,8,7.69,
2023-Mvuyekure,plastic,entirely,80.0,1.0,8,7.6,
2023-Mvuyekure,plastic,entirely,80.0,1.5,8,5.9,
2023-Mvuyekure,plastic,entirely,80.0,2.0,8,2.95,
2023-Mvuyekure,plastic,entirely,80.0,2.5,8,0.9,
2023-Mvuyekure,plastic,entirely,80.0,3.0,8,0.9,
2023-Mvuyekure,plastic,entirely,80.0,3.5,8,0.9,
2023-Mvuyekure,plastic,entirely,80.0,4.0,8,0.9,
2023-Mvuyekure,plastic,entirely,80.0,4.5,8,0.9,
2023-Mvuyekure,plastic,entirely,80.0,5.0,8,0.9,
2023-Mvuyekure,plastic,entirely,80.0,0.0,8,8.0,
2023-Mvuyekure,plastic,entirely,80.0,0.5,8,7.9,
2023-Mvuyekure,plastic,entirely,80.0,1.0,8,8.12,
2023-Mvuyekure,plastic,entirely,80.0,1.5,8,5.88,
2023-Mvuyekure,plastic,entirely,80.0,2.0,8,3.52,
2023-Mvuyekure,plastic,entirely,80.0,2.5,8,1.82,
2023-Mvuyekure,plastic,entirely,80.0,3.0,8,1.02,
2023-Mvuyekure,plastic,entirely,80.0,3.5,8,1.02,
2023-Mvuyekure,plastic,entirely,80.0,4.0,8,1.02,
2023-Mvuyekure,plastic,entirely,80.0,4.5,8,1.02,
2023-Mvuyekure,plastic,entirely,80.0,5.0,8,1.02,
2017-Jones-Ibarra,metal,entirely,65.5,0.0,8,8.0,sent afterwards  seperatly 
2017-Jones-Ibarra,metal,entirely,65.5,0.5,8,5.75,
2017-Jones-Ibarra,metal,entirely,65.5,1.0,8,3.58,
2017-Jones-Ibarra,metal,entirely,65.5,5.0,8,4.07,
2017-Jones-Ibarra,metal,entirely,65.5,10.0,8,2.18,
2017-Jones-Ibarra,metal,entirely,65.5,15.0,8,2.18,
2017-Jones-Ibarra,metal,entirely,65.5,0.0,8,8.0,
2017-Jones-Ibarra,metal,entirely,65.5,0.5,8,5.0,
2017-Jones-Ibarra,metal,entirely,65.5,1.0,8,4.74,
2017-Jones-Ibarra,metal,entirely,65.5,5.0,8,3.62,
2017-Jones-Ibarra,metal,entirely,65.5,10.0,8,2.52,
2017-Jones-Ibarra,metal,entirely,65.5,15.0,8,2.52,
2017-Jones-Ibarra,metal,entirely,65.5,0.0,8,8.0,
2017-Jones-Ibarra,metal,entirely,65.5,0.5,8,4.44,
2017-Jones-Ibarra,metal,entirely,65.5,1.0,8,3.6,
2017-Jones-Ibarra,metal,entirely,65.5,5.0,8,3.6,
2017-Jones-Ibarra,metal,entirely,65.5,10.0,8,3.6,
2017-Jones-Ibarra,metal,entirely,65.5,15.0,8,3.6,
2017-Jones-Ibarra,metal,entirely,68.3,0.0,8,8.0,
2017-Jones-Ibarra,metal,entirely,68.3,0.5,8,2.26,
2017-Jones-Ibarra,metal,entirely,68.3,1.0,8,2.26,
2017-Jones-Ibarra,metal,entirely,68.3,5.0,8,2.26,
2017-Jones-Ibarra,metal,entirely,68.3,10.0,8,2.26,
2017-Jones-Ibarra,metal,entirely,68.3,15.0,8,2.26,
2017-Jones-Ibarra,metal,entirely,68.3,0.0,8,8.0,
2017-Jones-Ibarra,metal,entirely,68.3,0.5,8,3.45,
2017-Jones-Ibarra,metal,entirely,68.3,1.0,8,1.66,
2017-Jones-Ibarra,metal,entirely,68.3,5.0,8,1.66,
2017-Jones-Ibarra,metal,entirely,68.3,10.0,8,1.66,
2017-Jones-Ibarra,metal,entirely,68.3,15.0,8,1.66,
2017-Jones-Ibarra,metal,entirely,68.3,0.0,8,8.0,
2017-Jones-Ibarra,metal,entirely,68.3,0.5,8,3.0,
2017-Jones-Ibarra,metal,entirely,68.3,1.0,8,2.42,
2017-Jones-Ibarra,metal,entirely,68.3,5.0,8,2.42,
2017-Jones-Ibarra,metal,entirely,68.3,10.0,8,2.42,
2017-Jones-Ibarra,metal,entirely,68.3,15.0,8,2.42,
2017-Jones-Ibarra,metal,entirely,71.1,0.0,8,8.0,
2017-Jones-Ibarra,metal,entirely,71.1,0.5,8,2.44,
2017-Jones-Ibarra,metal,entirely,71.1,1.0,8,2.44,
2017-Jones-Ibarra,metal,entirely,71.1,5.0,8,2.44,
2017-Jones-Ibarra,metal,entirely,71.1,10.0,8,2.44,
2017-Jones-Ibarra,metal,entirely,71.1,15.0,8,2.44,
2017-Jones-Ibarra,metal,entirely,71.1,0.0,8,8.0,
2017-Jones-Ibarra,metal,entirely,71.1,0.5,8,1.95,
2017-Jones-Ibarra,metal,entirely,71.1,1.0,8,1.95,
2017-Jones-Ibarra,metal,entirely,71.1,5.0,8,1.95,
2017-Jones-Ibarra,metal,entirely,71.1,10.0,8,1.95,
2017-Jones-Ibarra,metal,entirely,71.1,15.0,8,1.95,
2017-Jones-Ibarra,metal,entirely,71.1,0.0,8,8.0,
2017-Jones-Ibarra,metal,entirely,71.1,0.5,8,2.02,
2017-Jones-Ibarra,metal,entirely,71.1,1.0,8,2.02,
2017-Jones-Ibarra,metal,entirely,71.1,5.0,8,2.02,
2017-Jones-Ibarra,metal,entirely,71.1,10.0,8,2.02,
2017-Jones-Ibarra,metal,entirely,71.1,15.0,8,2.02,
2017-Jones-Ibarra,metal,entirely,60.0,0.0,8,8.0,Salmonella cocktail
2017-Jones-Ibarra,metal,entirely,60.0,15.0,8,2.08,
2017-Jones-Ibarra,metal,entirely,60.0,30.0,8,1.68,
2017-Jones-Ibarra,metal,entirely,60.0,45.0,8,1.68,
2017-Jones-Ibarra,metal,entirely,60.0,60.0,8,1.68,
2017-Jones-Ibarra,metal,entirely,60.0,0.0,8,8.0,
2017-Jones-Ibarra,metal,entirely,60.0,15.0,8,1.79,
2017-Jones-Ibarra,metal,entirely,60.0,30.0,8,1.79,
2017-Jones-Ibarra,metal,entirely,60.0,45.0,8,1.79,
2017-Jones-Ibarra,metal,entirely,60.0,60.0,8,1.79,
2020-Wong,metal,partially,82.2,0.0,8,8.0,Blood and feather but no summary
2020-Wong,metal,partially,82.2,0.5,8,7.95,
2020-Wong,metal,partially,82.2,1.0,8,7.75,
2020-Wong,metal,partially,82.2,2.0,8,6.87,
2020-Wong,metal,partially,82.2,3.0,8,5.54,
2020-Wong,metal,partially,82.2,4.0,8,5.31,
2020-Wong,metal,partially,82.2,5.0,8,2.45,
2020-Wong,metal,partially,82.2,0.0,8,8.0,
2020-Wong,metal,partially,82.2,0.5,8,7.96,
2020-Wong,metal,partially,82.2,1.0,8,7.76,
2020-Wong,metal,partially,82.2,2.0,8,6.78,
2020-Wong,metal,partially,82.2,3.0,8,5.41,
2020-Wong,metal,partially,82.2,4.0,8,5.22,
2020-Wong,metal,partially,82.2,5.0,8,2.29,
2020-Wong,metal,partially,82.2,0.0,8,8.0,
2020-Wong,metal,partially,82.2,0.5,8,6.96,
2020-Wong,metal,partially,82.2,1.0,8,6.68,
2020-Wong,metal,partially,82.2,2.0,8,6.84,
2020-Wong,metal,partially,82.2,3.0,8,5.58,
2020-Wong,metal,partially,82.2,4.0,8,1.93,
2020-Wong,metal,partially,82.2,5.0,8,1.93,
2020-Wong,metal,partially,87.7,0.0,8,8.0,
2020-Wong,metal,partially,87.7,0.5,8,7.81,
2020-Wong,metal,partially,87.7,1.0,8,7.81,
2020-Wong,metal,partially,87.7,2.0,8,5.6,
2020-Wong,metal,partially,87.7,3.0,8,4.25,
2020-Wong,metal,partially,87.7,4.0,8,2.6,
2020-Wong,metal,partially,87.7,5.0,8,1.84,
2020-Wong,metal,partially,87.7,0.0,8,8.0,
2020-Wong,metal,partially,87.7,0.5,8,7.76,
2020-Wong,metal,partially,87.7,1.0,8,7.41,
2020-Wong,metal,partially,87.7,2.0,8,2.83,
2020-Wong,metal,partially,87.7,3.0,8,2.12,
2020-Wong,metal,partially,87.7,4.0,8,1.95,
2020-Wong,metal,partially,87.7,5.0,8,1.95,
2020-Wong,metal,partially,87.7,0.0,8,8.0,
2020-Wong,metal,partially,87.7,0.5,8,6.9,
2020-Wong,metal,partially,87.7,1.0,8,6.46,
2020-Wong,metal,partially,87.7,2.0,8,5.29,
2020-Wong,metal,partially,87.7,3.0,8,1.93,
2020-Wong,metal,partially,87.7,4.0,8,1.93,
2020-Wong,metal,partially,87.7,5.0,8,1.93,
2020-Wong,metal,partially,93.3,0.0,8,8.0,
2020-Wong,metal,partially,93.3,0.5,8,1.94,
2020-Wong,metal,partially,93.3,1.0,8,1.84,
2020-Wong,metal,partially,93.3,2.0,8,1.84,
2020-Wong,metal,partially,93.3,3.0,8,1.84,
2020-Wong,metal,partially,93.3,4.0,8,1.84,
2020-Wong,metal,partially,93.3,5.0,8,1.84,
2020-Wong,metal,partially,93.3,0.0,8,8.0,
2020-Wong,metal,partially,93.3,0.5,8,4.36,
2020-Wong,metal,partially,93.3,1.0,8,1.85,
2020-Wong,metal,partially,93.3,2.0,8,1.85,
2020-Wong,metal,partially,93.3,3.0,8,1.85,
2020-Wong,metal,partially,93.3,4.0,8,1.85,
2020-Wong,metal,partially,93.3,5.0,8,1.85,
2020-Wong,metal,partially,93.3,0.0,8,8.0,
2020-Wong,metal,partially,93.3,0.5,8,4.86,
2020-Wong,metal,partially,93.3,1.0,8,1.93,
2020-Wong,metal,partially,93.3,2.0,8,1.93,
2020-Wong,metal,partially,93.3,3.0,8,1.93,
2020-Wong,metal,partially,93.3,4.0,8,1.93,
2020-Wong,metal,partially,93.3,5.0,8,1.93,
2021-FSIS-Guideline,pastic,entirely,57.8,63.3,8,1.9,FSIS Chicken Standard 1% Fat
2021-FSIS-Guideline,pastic,entirely,58.1,50.1,8,1.9,
2021-FSIS-Guideline,pastic,entirely,58.9,39.7,8,1.9,
2021-FSIS-Guideline,pastic,entirely,59.4,31.6,8,1.9,
2021-FSIS-Guideline,pastic,entirely,60.0,25.2,8,1.9,
2021-FSIS-Guideline,pastic,entirely,60.6,20.1,8,1.9,
2021-FSIS-Guideline,pastic,entirely,61.1,16.1,8,1.9,
2021-FSIS-Guideline,pastic,entirely,61.7,13.0,8,1.9,
2021-FSIS-Guideline,pastic,entirely,62.2,10.4,8,1.9,
2021-FSIS-Guideline,pastic,entirely,62.8,8.4,8,1.9,
2021-FSIS-Guideline,pastic,entirely,63.3,6.8,8,1.9,
2021-FSIS-Guideline,pastic,entirely,63.9,5.5,8,1.9,
2021-FSIS-Guideline,pastic,entirely,64.4,4.4,8,1.9,
2021-FSIS-Guideline,pastic,entirely,65.0,3.5,8,1.9,
2021-FSIS-Guideline,pastic,entirely,65.5,2.7,8,1.9,
2021-FSIS-Guideline,pastic,entirely,66.1,2.1,8,1.9,
2021-FSIS-Guideline,pastic,entirely,66.7,1.5,8,1.9,
2021-FSIS-Guideline,pastic,entirely,67.2,1.2,8,1.9,
2021-FSIS-Guideline,pastic,entirely,67.8,0.93,8,1.9,
2021-FSIS-Guideline,pastic,entirely,68.3,0.74,8,1.9,
2021-FSIS-Guideline,pastic,entirely,68.9,0.58,8,1.9,
2021-FSIS-Guideline,pastic,entirely,69.4,0.46,8,1.9,
2021-FSIS-Guideline,pastic,entirely,70.0,0.36,8,1.9,
2021-FSIS-Guideline,pastic,entirely,70.6,0.28,8,1.9,
2021-FSIS-Guideline,pastic,entirely,71.1,0.23,8,1.9,
2021-FSIS-Guideline,pastic,entirely,71.7,0.18,8,1.9,
2023-Mvuyekure,plastic,entirely,60.0,0.0,9,9.0,Dataset with the blood Summary
2023-Mvuyekure,plastic,entirely,60.0,1.0,9,9.08,
2023-Mvuyekure,plastic,entirely,60.0,3.0,9,8.73,
2023-Mvuyekure,plastic,entirely,60.0,5.0,9,8.2,
2023-Mvuyekure,plastic,entirely,60.0,7.5,9,6.74,
2023-Mvuyekure,plastic,entirely,60.0,10.0,9,5.95,
2023-Mvuyekure,plastic,entirely,60.0,12.0,9,4.81,
2023-Mvuyekure,plastic,entirely,60.0,15.0,9,3.43,
2023-Mvuyekure,plastic,entirely,60.0,20.0,9,2.85,
2023-Mvuyekure,plastic,entirely,60.0,30.0,9,1.67,
2023-Mvuyekure,plastic,entirely,60.0,60.0,9,1.67,
2023-Mvuyekure,plastic,entirely,60.0,0.0,9,9.0,
2023-Mvuyekure,plastic,entirely,60.0,1.0,9,9.26,
2023-Mvuyekure,plastic,entirely,60.0,3.0,9,9.36,
2023-Mvuyekure,plastic,entirely,60.0,5.0,9,8.6,
2023-Mvuyekure,plastic,entirely,60.0,7.5,9,6.68,
2023-Mvuyekure,plastic,entirely,60.0,10.0,9,5.98,
2023-Mvuyekure,plastic,entirely,60.0,12.0,9,5.37,
2023-Mvuyekure,plastic,entirely,60.0,15.0,9,3.38,
2023-Mvuyekure,plastic,entirely,60.0,20.0,9,3.01,
2023-Mvuyekure,plastic,entirely,60.0,30.0,9,2.36,
2023-Mvuyekure,plastic,entirely,60.0,60.0,9,1.96,
2023-Mvuyekure,plastic,entirely,60.0,0.0,9,9.0,
2023-Mvuyekure,plastic,entirely,60.0,1.0,9,8.88,
2023-Mvuyekure,plastic,entirely,60.0,3.0,9,8.94,
2023-Mvuyekure,plastic,entirely,60.0,5.0,9,7.69,
2023-Mvuyekure,plastic,entirely,60.0,7.5,9,6.4,
2023-Mvuyekure,plastic,entirely,60.0,10.0,9,5.51,
2023-Mvuyekure,plastic,entirely,60.0,12.0,9,5.06,
2023-Mvuyekure,plastic,entirely,60.0,15.0,9,3.57,
2023-Mvuyekure,plastic,entirely,60.0,20.0,9,2.68,
2023-Mvuyekure,plastic,entirely,60.0,30.0,9,1.68,
2023-Mvuyekure,plastic,entirely,60.0,60.0,9,1.68,
2023-Mvuyekure,plastic,entirely,70.0,0.0,9,9.0,
2023-Mvuyekure,plastic,entirely,70.0,1.0,9,8.68,
2023-Mvuyekure,plastic,entirely,70.0,2.0,9,8.25,
2023-Mvuyekure,plastic,entirely,70.0,3.0,9,5.92,
2023-Mvuyekure,plastic,entirely,70.0,4.0,9,4.08,
2023-Mvuyekure,plastic,entirely,70.0,5.0,9,1.82,
2023-Mvuyekure,plastic,entirely,70.0,6.0,9,1.72,
2023-Mvuyekure,plastic,entirely,70.0,7.0,9,1.72,
2023-Mvuyekure,plastic,entirely,70.0,8.0,9,1.72,
2023-Mvuyekure,plastic,entirely,70.0,10.0,9,1.72,
2023-Mvuyekure,plastic,entirely,70.0,0.0,9,9.0,
2023-Mvuyekure,plastic,entirely,70.0,1.0,9,8.53,
2023-Mvuyekure,plastic,entirely,70.0,2.0,9,8.15,
2023-Mvuyekure,plastic,entirely,70.0,3.0,9,6.09,
2023-Mvuyekure,plastic,entirely,70.0,4.0,9,4.14,
2023-Mvuyekure,plastic,entirely,70.0,5.0,9,1.67,
2023-Mvuyekure,plastic,entirely,70.0,6.0,9,1.67,
2023-Mvuyekure,plastic,entirely,70.0,7.0,9,1.67,
2023-Mvuyekure,plastic,entirely,70.0,8.0,9,1.67,
2023-Mvuyekure,plastic,entirely,70.0,10.0,9,1.67,
2023-Mvuyekure,plastic,entirely,70.0,0.0,9,9.0,
2023-Mvuyekure,plastic,entirely,70.0,1.0,9,8.62,
2023-Mvuyekure,plastic,entirely,70.0,2.0,9,8.28,
2023-Mvuyekure,plastic,entirely,70.0,3.0,9,6.48,
2023-Mvuyekure,plastic,entirely,70.0,4.0,9,4.03,
2023-Mvuyekure,plastic,entirely,70.0,5.0,9,1.71,
2023-Mvuyekure,plastic,entirely,70.0,6.0,9,1.71,
2023-Mvuyekure,plastic,entirely,70.0,7.0,9,1.71,
2023-Mvuyekure,plastic,entirely,70.0,8.0,9,1.71,
2023-Mvuyekure,plastic,entirely,70.0,10.0,9,1.71,
2023-Mvuyekure,plastic,entirely,80.0,0.0,9,9.0,
2023-Mvuyekure,plastic,entirely,80.0,0.5,9,8.77,
2023-Mvuyekure,plastic,entirely,80.0,1.0,9,8.63,
2023-Mvuyekure,plastic,entirely,80.0,1.5,9,7.08,
2023-Mvuyekure,plastic,entirely,80.0,2.0,9,4.56,
2023-Mvuyekure,plastic,entirely,80.0,2.5,9,1.74,
2023-Mvuyekure,plastic,entirely,80.0,3.0,9,1.74,
2023-Mvuyekure,plastic,entirely,80.0,3.5,9,1.74,
2023-Mvuyekure,plastic,entirely,80.0,4.0,9,1.74,
2023-Mvuyekure,plastic,entirely,80.0,4.5,9,1.74,
2023-Mvuyekure,plastic,entirely,80.0,5.0,9,1.74,
2023-Mvuyekure,plastic,entirely,80.0,0.0,9,9.0,
2023-Mvuyekure,plastic,entirely,80.0,0.5,9,8.69,
2023-Mvuyekure,plastic,entirely,80.0,1.0,9,8.6,
2023-Mvuyekure,plastic,entirely,80.0,1.5,9,6.9,
2023-Mvuyekure,plastic,entirely,80.0,2.0,9,3.95,
2023-Mvuyekure,plastic,entirely,80.0,2.5,9,1.83,
2023-Mvuyekure,plastic,entirely,80.0,3.0,9,1.83,
2023-Mvuyekure,plastic,entirely,80.0,3.5,9,1.83,
2023-Mvuyekure,plastic,entirely,80.0,4.0,9,1.83,
2023-Mvuyekure,plastic,entirely,80.0,4.5,9,1.83,
2023-Mvuyekure,plastic,entirely,80.0,5.0,9,1.83,
2023-Mvuyekure,plastic,entirely,80.0,0.0,9,9.0,
2023-Mvuyekure,plastic,entirely,80.0,0.5,9,8.9,
2023-Mvuyekure,plastic,entirely,80.0,1.0,9,9.12,
2023-Mvuyekure,plastic,entirely,80.0,1.5,9,6.88,
2023-Mvuyekure,plastic,entirely,80.0,2.0,9,4.52,
2023-Mvuyekure,plastic,entirely,80.0,2.5,9,2.82,
2023-Mvuyekure,plastic,entirely,80.0,3.0,9,2.02,
2023-Mvuyekure,plastic,entirely,80.0,3.5,9,2.02,
2023-Mvuyekure,plastic,entirely,80.0,4.0,9,2.02,
2023-Mvuyekure,plastic,entirely,80.0,4.5,9,2.02,
2023-Mvuyekure,plastic,entirely,80.0,5.0,9,2.02,
2017-Jones-Ibarra,metal,entirely,65.5,0.0,9,9.0,sent afterwards  seperatly 
2017-Jones-Ibarra,metal,entirely,65.5,0.5,9,6.75,
2017-Jones-Ibarra,metal,entirely,65.5,1.0,9,4.58,
2017-Jones-Ibarra,metal,entirely,65.5,5.0,9,5.07,
2017-Jones-Ibarra,metal,entirely,65.5,10.0,9,3.18,
2017-Jones-Ibarra,metal,entirely,65.5,15.0,9,3.18,
2017-Jones-Ibarra,metal,entirely,65.5,0.0,9,9.0,
2017-Jones-Ibarra,metal,entirely,65.5,0.5,9,6.0,
2017-Jones-Ibarra,metal,entirely,65.5,1.0,9,5.74,
2017-Jones-Ibarra,metal,entirely,65.5,5.0,9,4.62,
2017-Jones-Ibarra,metal,entirely,65.5,10.0,9,3.52,
2017-Jones-Ibarra,metal,entirely,65.5,15.0,9,3.52,
2017-Jones-Ibarra,metal,entirely,65.5,0.0,9,9.0,
2017-Jones-Ibarra,metal,entirely,65.5,0.5,9,5.44,
2017-Jones-Ibarra,metal,entirely,65.5,1.0,9,4.6,
2017-Jones-Ibarra,metal,entirely,65.5,5.0,9,4.6,
2017-Jones-Ibarra,metal,entirely,65.5,10.0,9,4.6,
2017-Jones-Ibarra,metal,entirely,65.5,15.0,9,4.6,
2017-Jones-Ibarra,metal,entirely,68.3,0.0,9,9.0,
2017-Jones-Ibarra,metal,entirely,68.3,0.5,9,3.26,
2017-Jones-Ibarra,metal,entirely,68.3,1.0,9,3.26,
2017-Jones-Ibarra,metal,entirely,68.3,5.0,9,3.26,
2017-Jones-Ibarra,metal,entirely,68.3,10.0,9,3.26,
2017-Jones-Ibarra,metal,entirely,68.3,15.0,9,3.26,
2017-Jones-Ibarra,metal,entirely,68.3,0.0,9,9.0,
2017-Jones-Ibarra,metal,entirely,68.3,0.5,9,4.45,
2017-Jones-Ibarra,metal,entirely,68.3,1.0,9,2.66,
2017-Jones-Ibarra,metal,entirely,68.3,5.0,9,2.66,
2017-Jones-Ibarra,metal,entirely,68.3,10.0,9,2.66,
2017-Jones-Ibarra,metal,entirely,68.3,15.0,9,2.66,
2017-Jones-Ibarra,metal,entirely,68.3,0.0,9,9.0,
2017-Jones-Ibarra,metal,entirely,68.3,0.5,9,4.0,
2017-Jones-Ibarra,metal,entirely,68.3,1.0,9,3.42,
2017-Jones-Ibarra,metal,entirely,68.3,5.0,9,3.42,
2017-Jones-Ibarra,metal,entirely,68.3,10.0,9,3.42,
2017-Jones-Ibarra,metal,entirely,68.3,15.0,9,3.42,
2017-Jones-Ibarra,metal,entirely,71.1,0.0,9,9.0,
2017-Jones-Ibarra,metal,entirely,71.1,0.5,9,3.44,
2017-Jones-Ibarra,metal,entirely,71.1,1.0,9,3.44,
2017-Jones-Ibarra,metal,entirely,71.1,5.0,9,3.44,
2017-Jones-Ibarra,metal,entirely,71.1,10.0,9,3.44,
2017-Jones-Ibarra,metal,entirely,71.1,15.0,9,3.44,
2017-Jones-Ibarra,metal,entirely,71.1,0.0,9,9.0,
2017-Jones-Ibarra,metal,entirely,71.1,0.5,9,2.95,
2017-Jones-Ibarra,metal,entirely,71.1,1.0,9,2.95,
2017-Jones-Ibarra,metal,entirely,71.1,5.0,9,2.95,
2017-Jones-Ibarra,metal,entirely,71.1,10.0,9,2.95,
2017-Jones-Ibarra,metal,entirely,71.1,15.0,9,2.95,
2017-Jones-Ibarra,metal,entirely,71.1,0.0,9,9.0,
2017-Jones-Ibarra,metal,entirely,71.1,0.5,9,3.02,
2017-Jones-Ibarra,metal,entirely,71.1,1.0,9,3.02,
2017-Jones-Ibarra,metal,entirely,71.1,5.0,9,3.02,
2017-Jones-Ibarra,metal,entirely,71.1,10.0,9,3.02,
2017-Jones-Ibarra,metal,entirely,71.1,15.0,9,3.02,
2017-Jones-Ibarra,metal,entirely,60.0,0.0,9,9.0,Salmonella cocktail
2017-Jones-Ibarra,metal,entirely,60.0,15.0,9,3.08,
2017-Jones-Ibarra,metal,entirely,60.0,30.0,9,2.68,
2017-Jones-Ibarra,metal,entirely,60.0,45.0,9,2.68,
2017-Jones-Ibarra,metal,entirely,60.0,60.0,9,2.68,
2017-Jones-Ibarra,metal,entirely,60.0,0.0,9,9.0,
2017-Jones-Ibarra,metal,entirely,60.0,15.0,9,2.79,
2017-Jones-Ibarra,metal,entirely,60.0,30.0,9,2.79,
2017-Jones-Ibarra,metal,entirely,60.0,45.0,9,2.79,
2017-Jones-Ibarra,metal,entirely,60.0,60.0,9,2.79,
2020-Wong,metal,partially,82.2,0.0,9,9.0,Blood and feather but no summary
2020-Wong,metal,partially,82.2,0.5,9,8.95,
2020-Wong,metal,partially,82.2,1.0,9,8.75,
2020-Wong,metal,partially,82.2,2.0,9,7.87,
2020-Wong,metal,partially,82.2,3.0,9,6.54,
2020-Wong,metal,partially,82.2,4.0,9,6.31,
2020-Wong,metal,partially,82.2,5.0,9,3.45,
2020-Wong,metal,partially,82.2,0.0,9,9.0,
2020-Wong,metal,partially,82.2,0.5,9,8.96,
2020-Wong,metal,partially,82.2,1.0,9,8.76,
2020-Wong,metal,partially,82.2,2.0,9,7.78,
2020-Wong,metal,partially,82.2,3.0,9,6.41,
2020-Wong,metal,partially,82.2,4.0,9,6.22,
2020-Wong,metal,partially,82.2,5.0,9,3.29,
2020-Wong,metal,partially,82.2,0.0,9,9.0,
2020-Wong,metal,partially,82.2,0.5,9,7.96,
2020-Wong,metal,partially,82.2,1.0,9,7.68,
2020-Wong,metal,partially,82.2,2.0,9,7.84,
2020-Wong,metal,partially,82.2,3.0,9,6.58,
2020-Wong,metal,partially,82.2,4.0,9,2.93,
2020-Wong,metal,partially,82.2,5.0,9,2.93,
2020-Wong,metal,partially,87.7,0.0,9,9.0,
2020-Wong,metal,partially,87.7,0.5,9,8.81,
2020-Wong,metal,partially,87.7,1.0,9,8.81,
2020-Wong,metal,partially,87.7,2.0,9,6.6,
2020-Wong,metal,partially,87.7,3.0,9,5.25,
2020-Wong,metal,partially,87.7,4.0,9,3.6,
2020-Wong,metal,partially,87.7,5.0,9,2.84,
2020-Wong,metal,partially,87.7,0.0,9,9.0,
2020-Wong,metal,partially,87.7,0.5,9,8.76,
2020-Wong,metal,partially,87.7,1.0,9,8.41,
2020-Wong,metal,partially,87.7,2.0,9,3.83,
2020-Wong,metal,partially,87.7,3.0,9,3.12,
2020-Wong,metal,partially,87.7,4.0,9,2.95,
2020-Wong,metal,partially,87.7,5.0,9,2.95,
2020-Wong,metal,partially,87.7,0.0,9,9.0,
2020-Wong,metal,partially,87.7,0.5,9,7.9,
2020-Wong,metal,partially,87.7,1.0,9,7.46,
2020-Wong,metal,partially,87.7,2.0,9,6.29,
2020-Wong,metal,partially,87.7,3.0,9,2.93,
2020-Wong,metal,partially,87.7,4.0,9,2.93,
2020-Wong,metal,partially,87.7,5.0,9,2.93,
2020-Wong,metal,partially,93.3,0.0,9,9.0,
2020-Wong,metal,partially,93.3,0.5,9,2.94,
2020-Wong,metal,partially,93.3,1.0,9,2.84,
2020-Wong,metal,partially,93.3,2.0,9,2.84,
2020-Wong,metal,partially,93.3,3.0,9,2.84,
2020-Wong,metal,partially,93.3,4.0,9,2.84,
2020-Wong,metal,partially,93.3,5.0,9,2.84,
2020-Wong,metal,partially,93.3,0.0,9,9.0,
2020-Wong,metal,partially,93.3,0.5,9,5.36,
2020-Wong,metal,partially,93.3,1.0,9,2.85,
2020-Wong,metal,partially,93.3,2.0,9,2.85,
2020-Wong,metal,partially,93.3,3.0,9,2.85,
2020-Wong,metal,partially,93.3,4.0,9,2.85,
2020-Wong,metal,partially,93.3,5.0,9,2.85,
2020-Wong,metal,partially,93.3,0.0,9,9.0,
2020-Wong,metal,partially,93.3,0.5,9,5.86,
2020-Wong,metal,partially,93.3,1.0,9,2.93,
2020-Wong,metal,partially,93.3,2.0,9,2.93,
2020-Wong,metal,partially,93.3,3.0,9,2.93,
2020-Wong,metal,partially,93.3,4.0,9,2.93,
2020-Wong,metal,partially,93.3,5.0,9,2.93,
2021-FSIS-Guideline,pastic,entirely,57.8,63.3,9,2.9,FSIS Chicken Standard 1% Fat
2021-FSIS-Guideline,pastic,entirely,58.1,50.1,9,2.9,
2021-FSIS-Guideline,pastic,entirely,58.9,39.7,9,2.9,
2021-FSIS-Guideline,pastic,entirely,59.4,31.6,9,2.9,
2021-FSIS-Guideline,pastic,entirely,60.0,25.2,9,2.9,
2021-FSIS-Guideline,pastic,entirely,60.6,20.1,9,2.9,
2021-FSIS-Guideline,pastic,entirely,61.1,16.1,9,2.9,
2021-FSIS-Guideline,pastic,entirely,61.7,13.0,9,2.9,
2021-FSIS-Guideline,pastic,entirely,62.2,10.4,9,2.9,
2021-FSIS-Guideline,pastic,entirely,62.8,8.4,9,2.9,
2021-FSIS-Guideline,pastic,entirely,63.3,6.8,9,2.9,
2021-FSIS-Guideline,pastic,entirely,63.9,5.5,9,2.9,
2021-FSIS-Guideline,pastic,entirely,64.4,4.4,9,2.9,
2021-FSIS-Guideline,pastic,entirely,65.0,3.5,9,2.9,
